player_name,role,total_runs,strike_rate,total_balls_faced,total_wickets_taken,total_runs_conceded,total_overs_bowled,total_matches_played,matches_played_as_batter,matches_played_as_bowler,matches_won,matches_lost,player_of_match_awards,team,average,percentage
DEM Carter,Batter,200,7.117.437.722.419.920,281,8,268,380,97,97,0,52,45,0,Scotland,25,"415,80%"
S Sriharsha,Batter,200,6.779.661.016.949.150,295,0,0,0,57,57,0,27,30,0,United States of America,0,"404,04%"
Z Crawley,Batter,199,9.567.307.692.307.690,208,0,0,0,328,328,0,193,135,0,England,0,"488,94%"
Saleem Elahi,Batter,199,6.482.084.690.553.740,307,0,0,0,426,426,0,209,217,0,Pakistan,0,"392,50%"
IA Karim,Batter,196,8.270.042.194.092.820,237,0,0,0,29,29,0,10,19,1,Kenya,0,"452,66%"
M Levitt,Batter,196,7.935.222.672.064.770,247,1,83,120,90,90,0,29,61,0,Netherlands,196,"442,44%"
MW Short,Batter,195,9.898.477.157.360.400,197,1,162,167,526,526,0,366,160,0,Australia,195,"491,18%"
Kuldeep Yadav,Batter,195,4.744.525.547.445.250,411,173,4400,5236,580,580,0,360,220,5,India,11.271.676.300.578.000,"321,25%"
V Sukumaran,Batter,194,6.178.343.949.044.580,314,3,83,122,92,92,0,31,61,1,United Arab Emirates,6.466.666.666.666.660,"381,89%"
Mohammad Nawaz (3),Batter,193,8.733.031.674.208.140,221,17,595,690,462,462,0,223,239,0,Pakistan,11.352.941.176.470.500,"466,18%"
PJ Ingram,Batter,193,8.075.313.807.531.380,239,0,0,0,373,373,0,191,182,0,New Zealand,0,"445,73%"
JH Davey,Batter,193,61.858.974.358.974.300,312,26,618,769,99,99,0,53,46,1,Scotland,7.423.076.923.076.920,"381,42%"
AJ Turner,Batter,192,11.636.363.636.363.600,165,2,60,86,413,413,0,294,119,1,Australia,96,"534,82%"
GB Brent,Batter,192,6.295.081.967.213.110,305,25,900,1140,264,264,0,64,200,2,Zimbabwe,7.68,"386,32%"
SA Wijeratne,Batter,191,6.945.454.545.454.540,275,0,0,0,51,51,0,18,33,0,Canada,0,"409,87%"
H Karunaratne,Batter,190,4.523.809.523.809.520,420,2,103,101,482,482,0,223,259,0,Sri Lanka,95,"310,97%"
PP Shaw,Batter,189,10.862.068.965.517.200,174,0,0,0,541,541,0,333,208,1,India,0,"520,66%"
A Saud,Batter,189,4.713.216.957.605.980,401,0,0,0,52,52,0,26,26,0,Nepal,0,"319,80%"
RD Rickelton,Batter,188,8.826.291.079.812.200,213,0,0,0,424,424,0,262,162,1,South Africa,0,"468,83%"
G Kirsten,Batter,186,8.157.894.736.842.100,228,0,0,0,260,260,0,159,101,0,South Africa,0,"449,28%"
BB Chari,Batter,186,4.514.563.106.796.110,412,0,0,0,257,257,0,60,197,0,Zimbabwe,0,"310,00%"
CJ Jordan,Batter,184,8.440.366.972.477.060,218,47,1708,1728,492,492,0,283,209,2,England,39.148.936.170.212.700,"457,71%"
S Rana,Batter,184,8.141.592.920.353.980,226,26,820,1030,556,556,0,344,212,0,India,7.076.923.076.923.070,"448,78%"
F Mutizwa,Batter,183,648.936.170.212.766,282,0,0,0,275,275,0,66,209,0,Zimbabwe,0,"391,86%"
Sohag Gazi,Batter,182,8.792.270.531.400.960,207,24,736,939,342,342,0,134,208,2,Bangladesh,7.583.333.333.333.330,"467,87%"
ND McKenzie,Batter,182,70,260,0,0,0,438,438,0,270,168,0,South Africa,0,"410,84%"
RM Haq,Batter,181,5.112.994.350.282.480,354,27,673,871,100,100,0,53,47,1,Scotland,6.703.703.703.703.700,"338,32%"
CMA Shillington,Batter,179,899.497.487.437.186,199,0,0,0,160,160,0,56,104,0,Ireland,0,"473,54%"
Q Joseph,Batter,179,7.019.607.843.137.250,255,16,380,480,428,428,0,165,263,0,West Indies,11.1875,"412,44%"
DM Richards,Batter,179,6.884.615.384.615.380,260,0,0,0,401,401,0,155,246,0,West Indies,0,"407,74%"
I Ranaweera,Batter,179,3.824.786.324.786.320,468,62,1975,2569,497,497,0,231,266,0,Sri Lanka,28.870.967.741.935.400,"276,66%"
SR Thompson,Batter,178,898.989.898.989.899,198,10,333,357,159,159,0,56,103,0,Ireland,17.8,"473,40%"
JA McCollum,Batter,178,7.235.772.357.723.570,246,0,0,0,155,155,0,55,100,0,Ireland,0,"419,81%"
B Zuiderent,Batter,178,48.369.565.217.391.300,368,0,0,0,87,87,0,26,61,0,Netherlands,0,"325,41%"
JAD Lawrenson,Batter,177,8.232.558.139.534.880,215,0,0,0,4,4,0,1,3,1,Jersey,0,"451,53%"
NR Kumar,Batter,177,5.784.313.725.490.190,306,2,67,67,46,46,0,15,31,0,Canada,88.5,"366,46%"
H Patel,Batter,176,8.888.888.888.888.880,198,2,102,107,48,48,0,16,32,0,Canada,88,"470,59%"
IC Gaze,Batter,176,5.966.101.694.915.250,295,0,0,0,428,428,0,222,206,0,New Zealand,0,"373,67%"
S Forbes,Batter,175,5.116.959.064.327.480,342,0,17,15,150,150,0,53,97,0,Ireland,0,"338,49%"
IH Romaine,Batter,175,4.861.111.111.111.110,360,1,75,64,12,12,0,2,10,0,Bermuda,175,"327,10%"
Raza-ur-Rehman,Batter,174,8.093.023.255.813.950,215,1,114,113,36,36,0,9,27,0,Canada,174,"443,88%"
NW Bracken,Batter,174,6.566.037.735.849.050,265,168,3792,5095,545,545,0,381,164,3,Australia,10.357.142.857.142.800,"396,36%"
G Voll,Batter,173,10.548.780.487.804.800,164,0,0,0,359,359,0,260,99,0,Australia,0,"510,32%"
Mohammad Nawaz,Batter,173,7.899.543.378.995.430,219,21,843,982,461,461,0,222,239,2,Pakistan,8.238.095.238.095.230,"441,33%"
Mohammad Boota,Batter,173,7.208.333.333.333.330,240,0,11,12,83,83,0,29,54,0,United Arab Emirates,0,"418,89%"
GM Hamilton,Batter,173,5.672.131.147.540.980,305,0,0,0,88,88,0,47,41,0,Scotland,0,"361,92%"
SJ Bryce,Batter,171,6.653.696.498.054.470,257,0,0,0,97,97,0,52,45,0,Scotland,0,"399,53%"
Najiha Alvi,Batter,170,6.273.062.730.627.300,271,0,0,0,434,434,0,212,222,0,Pakistan,0,"385,49%"
Lata Mondal,Batter,170,4.871.060.171.919.770,349,2,129,159,301,301,0,109,192,0,Bangladesh,85,"327,55%"
TSS Mackintosh,Batter,169,832.512.315.270.936,203,0,0,0,82,82,0,44,38,0,Scotland,0,"453,08%"
AM Peterson,Batter,167,7.914.691.943.127.960,211,19,371,593,433,433,0,225,208,1,New Zealand,8.789.473.684.210.520,"441,80%"
JG Bethell,Batter,167,7.877.358.490.566.030,212,4,145,124,495,495,0,284,211,0,England,41.75,"438,32%"
AR Adams,Batter,165,10.714.285.714.285.700,154,28,730,834,394,394,0,202,192,2,New Zealand,5.892.857.142.857.140,"517,24%"
Nurul Hasan,Batter,165,9.116.022.099.447.510,181,0,0,0,207,207,0,76,131,0,Bangladesh,0,"476,88%"
MJ Lumb,Batter,165,8.009.708.737.864.070,206,0,0,0,470,470,0,270,200,0,England,0,"444,74%"
ST Doheny,Batter,165,60,275,0,0,0,117,117,0,38,79,0,Ireland,0,"375,00%"
KS Lokuarachchi,Batter,164,7.557.603.686.635.940,217,18,503,666,496,496,0,231,265,0,Sri Lanka,911.111.111.111.111,"430,45%"
D Bishoo,Batter,164,61.886.792.452.830.100,265,38,1675,2056,425,425,0,164,261,0,West Indies,4.315.789.473.684.210,"381,40%"
L Klusener,Batter,163,10.448.717.948.717.900,156,12,403,476,423,423,0,262,161,1,South Africa,13.583.333.333.333.300,"510,97%"
Shan Masood,Batter,163,6.735.537.190.082.640,242,0,0,0,461,461,0,222,239,0,Pakistan,0,"402,47%"
KP Meiyappan,Batter,163,4.766.081.871.345.020,342,38,1123,1228,99,99,0,34,65,0,United Arab Emirates,42.894.736.842.105.200,"322,77%"
Y Venugopal Rao,Batter,161,6.264.591.439.688.710,257,0,0,0,498,498,0,308,190,0,India,0,"385,17%"
FRJ Coleman,Batter,160,7.272.727.272.727.270,220,0,0,0,100,100,0,53,47,0,Scotland,0,"421,05%"
SJ McGlashan,Batter,160,6.837.606.837.606.830,234,0,0,0,402,402,0,209,193,0,New Zealand,0,"406,09%"
P Siaka,Batter,160,6.808.510.638.297.870,235,5,83,136,56,56,0,10,46,0,Papua New Guinea,32,"405,06%"
Akshay Homraj,Batter,159,691.304.347.826.087,230,0,0,0,61,61,0,29,32,0,United States of America,0,"408,74%"
J Kila,Batter,159,6.385.542.168.674.690,249,6,203,239,58,58,0,11,47,0,Papua New Guinea,26.5,"389,71%"
Shariz Ahmad,Batter,159,5.463.917.525.773.190,291,19,596,595,90,90,0,29,61,0,Netherlands,8.368.421.052.631.570,"352,55%"
AGS Gous,Batter,157,11.056.338.028.169.000,142,0,0,0,60,60,0,29,31,1,United States of America,0,"518,15%"
Imran Tahir,Batter,157,6.738.197.424.892.700,233,180,4325,5556,469,469,0,289,180,4,South Africa,8.722.222.222.222.220,"402,56%"
CJO Smith,Batter,157,6.541.666.666.666.660,240,0,0,0,88,88,0,47,41,0,Scotland,0,"395,47%"
T Kaitano,Batter,157,5.946.969.696.969.690,264,0,0,0,273,273,0,66,207,0,Zimbabwe,0,"372,04%"
Nasum Ahmed,Batter,156,8.764.044.943.820.220,178,14,613,778,327,327,0,127,200,1,Bangladesh,11.142.857.142.857.100,"467,07%"
CMW Read,Batter,156,7.058.823.529.411.760,221,0,0,0,497,497,0,285,212,0,England,0,"413,79%"
SRH Curtis,Batter,156,6.666.666.666.666.660,234,0,0,0,351,351,0,182,169,0,New Zealand,0,"400,00%"
A Kolan,Batter,155,5.218.855.218.855.210,297,0,0,0,57,57,0,27,30,0,United States of America,0,"342,92%"
C Zhuwao,Batter,154,11.240.875.912.408.700,137,0,21,19,264,264,0,64,200,0,Zimbabwe,0,"529,21%"
MB Kruger,Batter,154,7.096.774.193.548.380,217,0,0,0,49,49,0,24,25,0,Namibia,0,"413,98%"
A Rawat,Batter,153,8.138.297.872.340.420,188,0,0,0,396,396,0,239,157,1,India,0,"448,68%"
SP Patil,Batter,153,51.864.406.779.661.000,295,0,0,0,97,97,0,33,64,0,United Arab Emirates,0,"341,52%"
K Fraser,Batter,152,7.638.190.954.773.860,199,9,145,245,79,79,0,43,36,0,Scotland,1.688.888.888.888.880,"433,05%"
MDK Perera,Batter,152,7.342.995.169.082.120,207,13,413,466,498,498,0,231,267,0,Sri Lanka,11.692.307.692.307.600,"423,40%"
AJ Redmond,Batter,152,5.714.285.714.285.710,266,0,0,0,279,279,0,142,137,0,New Zealand,0,"363,64%"
D Ganga,Batter,152,50.331.125.827.814.500,302,0,0,0,323,323,0,125,198,0,West Indies,0,"334,80%"
AA Mulla,Batter,150,93.75,160,0,0,0,38,38,0,10,28,0,Canada,0,"483,87%"
PJ Ongondo,Batter,150,60,250,34,995,1313,38,38,0,13,25,0,Kenya,4.411.764.705.882.350,"374,06%"
JF Kloppenburg,Batter,149,62.083.333.333.333.300,240,7,138,192,87,87,0,26,61,1,Netherlands,21.285.714.285.714.200,"383,03%"
BN Cooper,Batter,148,8.457.142.857.142.850,175,0,0,0,88,88,0,27,61,0,Netherlands,0,"458,20%"
BOP Fernando,Batter,148,6.218.487.394.957.980,238,0,16,12,448,448,0,209,239,0,Sri Lanka,0,"382,43%"
LM Kasperek,Batter,148,5.362.318.840.579.710,276,57,1091,1622,433,433,0,225,208,1,New Zealand,25.964.912.280.701.700,"349,06%"
Khalid Latif,Batter,147,630.901.287.553.648,233,0,0,0,417,417,0,206,211,0,Pakistan,0,"386,84%"
Shorna Akter,Batter,147,60,245,7,171,216,333,333,0,130,203,0,Bangladesh,21,"375,00%"
Nazimuddin,Batter,147,59.756.097.560.975.600,246,0,0,0,289,289,0,104,185,0,Bangladesh,0,"374,05%"
BYA Mendis,Batter,147,58.333.333.333.333.300,252,0,0,0,464,464,0,216,248,0,Sri Lanka,0,"368,42%"
JA Burns,Batter,146,7.724.867.724.867.720,189,0,0,0,535,535,0,374,161,0,Australia,0,"435,82%"
ID Blackwell,Batter,146,6.854.460.093.896.710,213,15,567,846,503,503,0,288,215,0,England,9.733.333.333.333.330,"406,69%"
K Zondo,Batter,146,6.212.765.957.446.800,235,0,0,0,469,469,0,289,180,0,South Africa,0,"382,20%"
NC Dodd,Batter,145,4.849.498.327.759.190,299,0,0,0,351,351,0,182,169,1,New Zealand,0,"326,58%"
D Devnarain,Batter,145,4.801.324.503.311.250,302,1,91,97,403,403,0,249,154,0,South Africa,145,"324,38%"
IJR Zwilling,Batter,145,4.131.054.131.054.130,351,29,415,722,85,85,0,25,60,0,Netherlands,5,"292,34%"
CO Browne,Batter,144,8.421.052.631.578.940,171,0,0,0,424,424,0,164,260,0,West Indies,0,"457,14%"
S Jafta,Batter,144,51.798.561.151.079.100,278,0,0,0,449,449,0,275,174,0,South Africa,0,"341,23%"
Zahoor Khan,Batter,143,5.521.235.521.235.520,259,95,2407,2888,99,99,0,34,65,0,United Arab Emirates,15.052.631.578.947.300,"355,72%"
MB Loye,Batter,142,7.473.684.210.526.310,190,0,0,0,399,399,0,235,164,0,England,0,"427,71%"
HJW Gardiner,Batter,142,6.454.545.454.545.450,220,0,0,0,100,100,0,53,47,0,Scotland,0,"392,27%"
RD Jacobs,Batter,142,6.311.111.111.111.110,225,0,0,0,368,368,0,144,224,0,West Indies,0,"386,92%"
VV Morea,Batter,142,6.228.070.175.438.590,228,0,0,0,49,49,0,9,40,0,Papua New Guinea,0,"383,78%"
KJJ van Noortwijk,Batter,141,986.013.986.013.986,143,0,0,0,87,87,0,26,61,0,Netherlands,0,"496,48%"
KNA Bandara,Batter,141,6.497.695.852.534.560,217,0,9,6,465,465,0,216,249,0,Sri Lanka,0,"393,85%"
SF Daley,Batter,141,58.75,240,9,411,507,428,428,0,165,263,0,West Indies,15.666.666.666.666.600,"370,08%"
TS Hasabnis,Batter,140,7.608.695.652.173.910,184,0,0,0,490,490,0,303,187,0,India,0,"432,10%"
M Bhanuka,Batter,140,7.035.175.879.396.980,199,0,0,0,478,478,0,221,257,0,Sri Lanka,0,"412,98%"
CT Dhururu,Batter,140,4.307.692.307.692.300,325,0,0,0,270,270,0,65,205,0,Zimbabwe,0,"300,43%"
ARI Umeed,Batter,138,9.928.057.553.956.830,139,0,0,0,49,49,0,27,22,1,Scotland,0,"498,19%"
D Myers,Batter,138,711.340.206.185.567,194,0,0,0,242,242,0,58,184,0,Zimbabwe,0,"415,66%"
KA Hope,Batter,138,6.865.671.641.791.040,201,0,0,0,402,402,0,155,247,0,West Indies,0,"407,08%"
T Bhatia,Batter,138,6.731.707.317.073.170,205,0,0,0,503,503,0,312,191,0,India,0,"402,33%"
N Vare,Batter,138,4.272.445.820.433.430,323,0,0,0,56,56,0,10,46,0,Papua New Guinea,0,"298,70%"
D Gough,Batter,137,691.919.191.919.192,198,58,1504,2004,518,518,0,295,223,1,England,23.620.689.655.172.400,"408,96%"
Marina Iqbal,Batter,137,4.391.025.641.025.640,312,1,62,49,416,416,0,205,211,0,Pakistan,137,"305,12%"
NJ Carey,Batter,136,9.379.310.344.827.580,145,20,511,754,491,491,0,343,148,0,Australia,6.8,"482,27%"
CR Pagydyala,Batter,136,80,170,0,0,0,3,3,0,1,2,1,United States of America,0,"444,44%"
HK Badani,Batter,135,7.714.285.714.285.710,175,2,53,63,534,534,0,330,204,0,India,67.5,"435,48%"
S Verma,Batter,135,6.221.198.156.682.020,217,0,0,0,435,435,0,267,168,0,India,0,"383,52%"
P Molkenboer,Batter,135,4.838.709.677.419.350,279,1,10,19,80,80,0,24,56,0,Netherlands,135,"324,52%"
RP Singh,Batter,135,4.440.789.473.684.210,304,80,2487,2817,542,542,0,333,209,2,India,1.6875,"307,52%"
T Banton,Batter,134,9.241.379.310.344.820,145,0,0,0,426,426,0,244,182,0,England,0,"480,29%"
AM Hardie,Batter,134,8.427.672.955.974.840,159,7,269,301,510,510,0,356,154,0,Australia,19.142.857.142.857.100,"457,34%"
PA Browne,Batter,134,73.224.043.715.847,183,0,0,0,408,408,0,157,251,0,West Indies,0,"422,71%"
Faisal Iqbal,Batter,134,5.153.846.153.846.150,260,0,0,0,422,422,0,207,215,0,Pakistan,0,"340,10%"
JL Smith,Batter,133,9.047.619.047.619.040,147,0,0,0,487,487,0,280,207,0,England,0,"475,00%"
CR Seneviratna,Batter,133,48.014.440.433.213,277,12,234,392,464,464,0,216,248,0,Sri Lanka,11.083.333.333.333.300,"324,39%"
TJ Friend,Batter,132,7.542.857.142.857.140,175,1,69,57,226,226,0,56,170,0,Zimbabwe,132,"429,97%"
D Keulder,Batter,132,5.972.850.678.733.030,221,0,0,0,53,53,0,25,28,0,Namibia,0,"373,94%"
TS Kamunhukamwe,Batter,131,7.751.479.289.940.820,169,0,0,0,273,273,0,66,207,0,Zimbabwe,0,"436,67%"
KH Pandya,Batter,130,9.923.664.122.137.400,131,2,224,234,572,572,0,355,217,0,India,65,"498,08%"
D Bau,Batter,130,5.855.855.855.855.850,222,0,0,0,54,54,0,10,44,0,Papua New Guinea,0,"369,32%"
DF Watts,Batter,130,54.166.666.666.666.600,240,0,0,0,89,89,0,48,41,0,Scotland,0,"351,35%"
HDPK Dharmasena,Batter,129,8.322.580.645.161.290,155,6,277,425,360,360,0,167,193,0,Sri Lanka,21.5,"454,23%"
D Ravu,Batter,128,6.632.124.352.331.600,193,10,503,608,59,59,0,12,47,0,Papua New Guinea,12.8,"398,75%"
Nafees Iqbal,Batter,128,4.740.740.740.740.740,270,0,0,0,293,293,0,106,187,0,Bangladesh,0,"321,61%"
B Sai Sudharsan,Batter,127,8.819.444.444.444.440,144,0,8,4,580,580,0,360,220,0,India,0,"468,63%"
N Hussain,Batter,127,6.414.141.414.141.410,198,0,0,0,457,457,0,262,195,0,England,0,"390,77%"
ZE Surkari,Batter,127,42.474.916.387.959.800,299,0,0,0,48,48,0,16,32,0,Canada,0,"298,12%"
Azhar Mahmood,Batter,126,7.682.926.829.268.290,164,6,324,407,453,453,0,220,233,0,Pakistan,21,"434,48%"
Mudassar Bukhari,Batter,126,6.923.076.923.076.920,182,16,515,606,73,73,0,22,51,0,Netherlands,7.875,"409,09%"
CE Coulter Reilly,Batter,126,6.057.692.307.692.300,208,0,0,0,146,146,0,52,94,0,Ireland,0,"377,25%"
SACA King,Batter,126,54.077.253.218.884.100,233,2,204,286,386,386,0,152,234,0,West Indies,63,"350,97%"
SM Kavanagh,Batter,126,52.719.665.271.966.500,239,1,92,74,136,136,0,46,90,0,Ireland,126,"344,26%"
AR Odedara,Batter,126,4.390.243.902.439.020,287,0,0,0,37,37,0,21,16,1,Oman,0,"305,08%"
KDU Prabodhani,Batter,126,3.569.405.099.150.140,353,27,1130,1485,497,497,0,231,266,0,Sri Lanka,4.666.666.666.666.660,"263,05%"
H Carlyon,Batter,125,8.389.261.744.966.440,149,2,141,183,4,4,0,1,3,0,Jersey,62.5,"456,20%"
P Marange,Batter,125,8.169.934.640.522.870,153,10,307,457,270,270,0,65,205,0,Zimbabwe,12.5,"449,64%"
ML Nkala,Batter,125,702.247.191.011.236,178,5,315,311,265,265,0,64,201,0,Zimbabwe,25,"412,54%"
FL Mackay,Batter,125,63.775.510.204.081.600,196,19,475,614,384,384,0,195,189,0,New Zealand,6.578.947.368.421.050,"389,41%"
RS Kaluwitharana,Batter,124,6.888.888.888.888.880,180,0,0,0,348,348,0,162,186,0,Sri Lanka,0,"407,89%"
Dhiman Ghosh,Batter,124,6.048.780.487.804.870,205,0,0,0,291,291,0,105,186,0,Bangladesh,0,"376,90%"
PA Jaques,Batter,123,7.235.294.117.647.050,170,0,0,0,522,522,0,363,159,0,Australia,0,"419,80%"
Usman Limbada,Batter,123,63.730.569.948.186.500,193,0,0,0,34,34,0,9,25,0,Canada,0,"389,24%"
B Tau,Batter,123,5.234.042.553.191.480,235,0,0,0,56,56,0,10,46,0,Papua New Guinea,0,"343,58%"
PA Chatterji,Batter,123,5.146.443.514.644.350,239,8,284,351,97,97,0,52,45,0,Scotland,15.375,"339,78%"
CT Mutombodzi,Batter,122,8.187.919.463.087.240,149,5,271,282,263,263,0,64,199,0,Zimbabwe,24.4,"450,18%"
JP Maher,Batter,122,6.524.064.171.122.990,187,0,0,0,540,540,0,378,162,0,Australia,0,"394,82%"
Mahedi Hasan,Batter,122,6.256.410.256.410.250,195,15,441,534,327,327,0,127,200,0,Bangladesh,8.133.333.333.333.330,"384,86%"
Ayasha Rahman,Batter,122,583.732.057.416.268,209,0,0,0,157,157,0,56,101,0,Bangladesh,0,"368,58%"
T Maruma,Batter,122,5.422.222.222.222.220,225,6,204,217,266,266,0,64,202,0,Zimbabwe,20.333.333.333.333.300,"351,59%"
B Evans,Batter,121,7.857.142.857.142.850,154,17,525,542,257,257,0,60,197,0,Zimbabwe,7.117.647.058.823.520,"440,00%"
AL Hodgkinson,Batter,121,7.159.763.313.609.460,169,0,0,0,322,322,0,192,130,0,South Africa,0,"417,24%"
U Bhatti,Batter,120,916.030.534.351.145,131,12,350,516,46,46,0,15,31,0,Canada,10,"478,09%"
K Weeraratne,Batter,120,8.633.093.525.179.850,139,0,102,96,463,463,0,216,247,0,Sri Lanka,0,"463,32%"
N Koncharoenkai,Batter,120,7.843.137.254.901.960,153,0,0,0,8,8,0,7,1,0,Thailand,0,"439,56%"
JW Jenner,Batter,119,6.761.363.636.363.630,176,0,0,0,4,4,0,1,3,0,Jersey,0,"403,39%"
J Edness,Batter,119,5.458.715.596.330.270,218,0,0,0,11,11,0,2,9,0,Bermuda,0,"353,12%"
R Malhotra,Batter,118,6.378.378.378.378.370,185,1,82,85,561,561,0,347,214,0,India,118,"389,44%"
S Jimmy,Batter,118,5.959.595.959.595.950,198,17,230,394,56,56,0,10,46,0,Papua New Guinea,69.411.764.705.882.300,"373,42%"
J Anderson,Batter,118,5.756.097.560.975.600,205,0,20,30,124,124,0,40,84,0,Ireland,0,"365,33%"
BJ Patel,Batter,118,466.403.162.055.336,253,0,21,18,38,38,0,13,25,0,Kenya,0,"318,06%"
Khalid Kail,Batter,117,740.506.329.113.924,158,0,0,0,41,41,0,23,18,0,Oman,0,"425,45%"
MC Henriques,Batter,117,609.375,192,10,354,408,518,518,0,362,156,0,Australia,11.7,"378,64%"
SL Quintyne,Batter,117,5.735.294.117.647.050,204,9,176,260,365,365,0,143,222,0,West Indies,13,"363,35%"
CMG Atkins,Batter,117,5.545.023.696.682.460,211,0,0,0,412,412,0,239,173,1,England,0,"356,71%"
RD Gaikwad,Batter,115,7.232.704.402.515.720,159,0,0,0,580,580,0,360,220,0,India,0,"419,71%"
EN Lynch,Batter,115,5.021.834.061.135.370,229,15,355,510,85,85,0,25,60,0,Netherlands,7.666.666.666.666.660,"334,30%"
Kainat Imtiaz,Batter,115,4.356.060.606.060.600,264,7,465,451,441,441,0,214,227,0,Pakistan,16.428.571.428.571.400,"303,43%"
S Meghana,Batter,114,1.027.027.027.027.020,111,0,0,0,530,530,0,329,201,0,India,0,"506,67%"
MA Carberry,Batter,114,6.298.342.541.436.460,181,0,12,6,482,482,0,276,206,0,England,0,"385,14%"
B Muzarabani,Batter,114,5.402.843.601.895.730,211,54,1794,2131,273,273,0,66,207,1,Zimbabwe,2.111.111.111.111.110,"350,77%"
Jaker Ali,Batter,113,10.560.747.663.551.400,107,0,0,0,190,190,0,70,120,0,Bangladesh,0,"513,64%"
L Jack,Batter,113,1.036.697.247.706.420,109,0,0,0,97,97,0,52,45,0,Scotland,0,"506,73%"
TBM de Leede,Batter,113,5.380.952.380.952.380,210,18,413,484,87,87,0,26,61,1,Netherlands,6.277.777.777.777.770,"349,85%"
LP van Troost,Batter,112,6.829.268.292.682.920,164,1,82,43,87,87,0,26,61,0,Netherlands,112,"405,80%"
DP Hyatt,Batter,112,5.925.925.925.925.920,189,0,0,0,328,328,0,125,203,0,West Indies,0,"372,09%"
KD Shah,Batter,112,58.333.333.333.333.300,192,7,79,110,15,15,0,5,10,0,Hong Kong,16,"367,21%"
JDF Vandersay,Batter,112,4.647.302.904.564.310,241,40,1091,1206,490,490,0,227,263,1,Sri Lanka,2.8,"317,28%"
C Carter,Batter,111,6.306.818.181.818.180,176,0,0,0,16,16,0,5,11,0,Hong Kong,0,"386,76%"
AN Kervezee,Batter,110,5.392.156.862.745.090,204,0,0,0,73,73,0,22,51,0,Netherlands,0,"350,32%"
SV Carlisle,Batter,110,4.417.670.682.730.920,249,0,0,0,136,136,0,33,103,0,Zimbabwe,0,"306,41%"
D Hazell,Batter,109,7.785.714.285.714.280,140,34,904,1375,489,489,0,282,207,0,England,32.058.823.529.411.700,"436,00%"
TS Chisoro,Batter,109,703.225.806.451.613,155,12,383,488,264,264,0,64,200,1,Zimbabwe,9.083.333.333.333.330,"412,88%"
R Murray,Batter,108,60,180,0,0,0,253,253,0,60,193,0,Zimbabwe,0,"375,00%"
A Maregwede,Batter,108,5.934.065.934.065.930,182,0,0,0,265,265,0,64,201,0,Zimbabwe,0,"369,86%"
A Khaka,Batter,108,463.519.313.304.721,233,129,3067,4389,471,471,0,290,181,2,South Africa,8.372.093.023.255.810,"316,72%"
KNM Fernando,Batter,107,10.808.080.808.080.800,99,0,0,0,310,310,0,146,164,0,Sri Lanka,0,"516,91%"
MM English,Batter,107,8.629.032.258.064.510,124,0,0,0,74,74,0,41,33,1,Scotland,0,"463,20%"
BA Parchment,Batter,107,5.404.040.404.040.400,198,0,0,0,408,408,0,157,251,0,West Indies,0,"350,82%"
SR Hain,Batter,106,106,100,0,0,0,283,283,0,168,115,0,England,0,"514,56%"
A Minny,Batter,106,8.153.846.153.846.150,130,0,0,0,389,389,0,238,151,0,South Africa,0,"449,15%"
SL Kalis,Batter,106,44.166.666.666.666.600,240,0,0,0,81,81,0,24,57,0,Netherlands,0,"306,36%"
HDJ Siegers,Batter,105,8.467.741.935.483.870,124,0,0,0,81,81,0,24,57,0,Netherlands,0,"458,52%"
RML Taylor,Batter,105,8.203.125,128,11,386,437,100,100,0,53,47,0,Scotland,9.545.454.545.454.540,"450,64%"
RK Kleinveldt,Batter,105,813.953.488.372.093,129,12,415,481,463,463,0,284,179,0,South Africa,8.75,"446,81%"
AA Jangoo,Batter,104,1.223.529.411.764.700,85,0,0,0,241,241,0,90,151,1,West Indies,0,"550,26%"
L Balaji,Batter,104,7.878.787.878.787.870,132,28,928,1005,537,537,0,331,206,0,India,37.142.857.142.857.100,"440,68%"
DA Minors,Batter,104,5.909.090.909.090.900,176,0,0,0,12,12,0,2,10,0,Bermuda,0,"371,43%"
D Elgar,Batter,104,574.585.635.359.116,181,2,74,98,469,469,0,289,180,0,South Africa,52,"364,91%"
KV Jain,Batter,104,4.748.858.447.488.580,219,0,0,0,514,514,0,318,196,0,India,0,"321,98%"
PS Athavale,Batter,103,5.852.272.727.272.720,176,0,0,0,49,49,0,27,22,0,Oman,0,"369,18%"
C de Lange,Batter,103,4.557.522.123.893.800,226,12,416,611,85,85,0,25,60,0,Netherlands,8.583.333.333.333.330,"311,18%"
M Klaas,Batter,103,3.886.792.452.830.180,265,77,2277,2771,464,464,0,285,179,2,South Africa,13.376.623.376.623.300,"279,13%"
M Kartik,Batter,102,7.445.255.474.452.550,137,30,1048,1227,534,534,0,330,204,1,India,3.4,"426,78%"
AM Bacher,Batter,102,56.353.591.160.220.900,181,3,66,108,393,393,0,241,152,0,South Africa,34,"360,42%"
Yasir Ali Chowdhury,Batter,101,9.528.301.886.792.450,106,0,0,0,312,312,0,116,196,0,Bangladesh,0,"487,92%"
WK McCallan,Batter,101,5.738.636.363.636.360,176,14,425,612,152,152,0,53,99,0,Ireland,7.214.285.714.285.710,"364,62%"
Shahzaib Hasan,Batter,100,847.457.627.118.644,118,0,0,0,319,319,0,162,157,0,Pakistan,0,"458,72%"
